volgnr1z,buurtz,gebplmz,gebjrmz,relimz,bsmz,bersmz,berpmz,gebjrvz,gebplvaz,relivz,nrkindz,nrbodez,nrhgz,relhfdz,grondblz,pblz,patblz,totblz,jrhu1z,bervamz,bervavz,bermhuz,bervhuz,bergt1z,relgt1z,bergt2z,relgt2z,bergt3z,relgt3z,bergt4z,relgt4z,hugeldz,hulftaz,volgnr2z,hulftbz,bsvz,gebplvbz,vamasdz,pblvamz,vavasdz,pblvavz
241451,40,Amsterdam,1807,Nederlands Hervormd,gehuwd,32,"timmerman, makelaar",1816,Amsterdam,Waals Hervormd,1,0,0,-1,58,37,36,131,1835,timmerman,zonder,timmerman,zonder,timmerman,vader man,zonder,vader vrouw,koopman,geen familie,winkelier,broer/zwager vrouw,geen of onbekend,28,241452,25,3,platteland Nederland,in Amsterdam,0,in Amsterdam,0
241501,42,platteland Nederland,1834,Nederlands Hervormd,gehuwd,tussenhandel,commissionair,1840,Amsterdam,Nederlands Hervormd,3,1,0,-1,0,177,87,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241502,-1,-1,-1,-1,-1,-1,-1
241551,2,platteland Nederland,1840,Nederlands Hervormd,gehuwd,322,ambtenaar,1841,overig buitenland,Nederlands Hervormd,3,2,1,ouder,0,123,0,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241552,-1,-1,-1,-1,-1,-1,-1
241601,43,Amsterdam,1828,Rooms Katholiek,gehuwd,238,makelaar,1837,Amsterdam,Rooms Katholiek,2,2,0,-1,87,151,19,258,1859,239,bakker,makelaar,zonder,239,vader man,bakker,vader vrouw,bakker,geen familie,winkelier,geen familie,"f.15,-",30,241602,31,3,Amsterdam,in Amsterdam,83,in Amsterdam,100
241651,35,Amsterdam,1815,Nederlands Hervormd,weduwnaar,zonder beroep,zonder,1808,Amsterdam,Nederlands Hervormd,0,2,0,-1,89,214,0,302,1857,vader overleden,ambtenaar,zonder,zonder,ambtenaar,vader vrouw,commissionair,geen familie,koopman,geen familie,apotheker,geen familie,"f.15,-",42,241652,49,weduwe,Amsterdam,buiten asd of dood,0,in Amsterdam,122
241701,23,Amsterdam,1851,Rooms Katholiek,ongehuwd,warenhandel,koopman,-1,-1,-1,0,0,0,-1,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241702,-1,-1,-1,-1,-1,-1,-1
241751,49,Amsterdam,1836,Nederlands Hervormd,gehuwd,warenhandel,koopman,1839,Amsterdam,Nederlands Hervormd,0,2,2,ander familielid,0,85,87,172,1869,koopman,artistiek beroep,koopman,zonder,koopman,vader man,artistiek beroep,vader vrouw,240,oom/neef man,boekhouder,geen familie,"f.15,-",33,241752,30,3,Amsterdam,in Amsterdam,93,in Amsterdam,0
241801,24,steden Nederland,1831,Nederlands Hervormd,gehuwd,304,hoogleraar,1840,Amsterdam,Nederlands Hervormd,0,2,0,-1,78,198,0,276,1862,vader overleden,vader overleden,apotheker,zonder,koopman,broer/zwager vrouw,makelaar,broer/zwager vrouw,koopman,geen familie,ambtenaar,geen familie,"f.15,-",31,241802,22,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
241851,21,Amsterdam,1838,Ned. Israelitisch,gehuwd,12,diamantbewerking,1846,Amsterdam,Ned. Israelitisch,3,3,1,ouder,0,114,10,124,1873,diamantbewerking,diamantbewerking,diamantbewerking,zonder,diamantbewerking,broer/zwager man,diamantbewerking,broer/zwager man,diamantbewerking,broer/zwager vrouw,diamantbewerking,oom/neef vrouw,"f.15,-",34,241852,26,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
241901,48,overig buitenland,1827,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1832,platteland Nederland,Nederlands Hervormd,2,0,0,-1,183,63,0,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241902,-1,-1,-1,-1,-1,-1,-1
241951,12,platteland Nederland,1814,Nederlands Hervormd,gehuwd,61,ambachtsman,1817,Amsterdam,Nederlands Hervormd,0,0,1,ander familielid,120,85,3,207,1840,schipper,ambachtsman,ambachtsman,naaister,ambachtsman,geen familie,ambachtsman,geen familie,koopman,geen familie,werklieden,geen familie,geen of onbekend,26,241952,25,3,steden Nederland,in Amsterdam,0,buiten asd of dood,0
242001,7,Amsterdam,1843,Nederlands Hervormd,gehuwd,warenhandel,koopman,1843,Amsterdam,Nederlands Hervormd,0,1,0,-1,0,154,41,195,1868,vader overleden,ambachtsman,werklieden,dienstbode,ambachtsman,oom/neef vrouw,werklieden,broer/zwager vrouw,winkelier,broer/zwager man,zonder,geen familie,"f.4,-",24,242002,25,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
242051,48,Amsterdam,1833,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1833,steden Nederland,Nederlands Hervormd,4,3,0,-1,104,266,0,370,1854,vader overleden,predikant,koopman,zonder,cargadoors,broer/zwager vrouw,zonder,broer/zwager man,reders,geen familie,arts,broer/zwager vrouw,"f.50,-",21,242052,21,3,steden Nederland,buiten asd of dood,0,in Amsterdam,149
242101,15,Amsterdam,1849,Ned. Israelitisch,gehuwd,61,ambachtsman,1853,Amsterdam,Ned. Israelitisch,5,2,0,-1,53,42,24,120,1873,ambachtsman,ambachtsman,ambachtsman,zonder,zonder,oom/neef vrouw,ambachtsman,broer/zwager vrouw,diamantbewerking,oom/neef man,zonder,geen familie,"f.15,-",24,242102,20,3,Amsterdam,in Amsterdam,0,in Amsterdam,36
242201,34,Amsterdam,1829,Evangelisch Luthers,gehuwd,303,rechter,1840,Amsterdam,Nederlands Hervormd,6,3,0,-1,0,122,51,173,1864,vader overleden,slager,rechter,zonder,makelaar,broer/zwager man,ambachtsman,oom/neef man,zonder,geen familie,winkelier,geen familie,"f.15,-",34,242202,25,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
242251,27,Amsterdam,1832,Nederlands Hervormd,gehuwd,303,notaris,1831,platteland Nederland,Nederlands Hervormd,3,2,0,-1,0,178,87,265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242252,-1,-1,-1,-1,-1,-1,-1
242301,50,Amsterdam,1813,Gereformeerd,gehuwd,102,fabrikanten,1828,Amsterdam,Gereformeerd,2,1,0,-1,0,175,38,213,1851,ambachtsman,ambachtsman,werklieden,zonder,ambachtsman,broer/zwager vrouw,winkelier,broer/zwager vrouw,ambachtsman,broer/zwager vrouw,winkelier,geen familie,geen of onbekend,28,242302,23,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
242351,22,Amsterdam,1818,Port. Israelitisch,weduwnaar,tussenhandel,commissionair,1823,Amsterdam,Port. Israelitisch,1,2,0,-1,52,245,26,323,1845,zonder,zonder,zonder,zonder,zonder,oom/neef man,zonder,oom/neef vrouw,zonder,broer/zwager vrouw,zonder,broer/zwager man,geen of onbekend,27,242352,22,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
242401,2,Amsterdam,1832,Ned. Israelitisch,gehuwd,warenhandel,koopman,1830,Amsterdam,Ned. Israelitisch,1,1,1,ander familielid,25,89,13,126,1863,ambtenaar,ambtenaar,diamantbewerking,zonder,ambtenaar,vader man,ambtenaar,vader vrouw,ambachtsman,geen familie,zonder,geen familie,"f.4,-",31,242402,33,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
242451,48,Duitsland,1813,Nederlands Hervormd,gehuwd,304,hoogleraar,1817,steden Nederland,Nederlands Hervormd,2,3,0,-1,0,234,58,291,1840,vader overleden,advocaat,arts,zonder,hoogleraar,broer/zwager man,predikant,broer/zwager man,zonder,broer/zwager vrouw,zonder,broer/zwager vrouw,geen of onbekend,27,242452,22,3,steden Nederland,buiten asd of dood,0,in Amsterdam,0
242501,46,Amsterdam,1834,Evangelisch Luthers,gehuwd,stoomwerktuigen,fabrikanten,1836,Amsterdam,Nederlands Hervormd,6,1,1,ander familielid,0,68,336,405,1857,ambachtsman,vader overleden,ambachtsman,zonder,ambachtsman,oom/neef man,ambachtsman,geen familie,ambachtsman,geen familie,landbouwer,geen familie,"f.4,-",23,242502,24,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
242551,3,Amsterdam,1832,Ned. Israelitisch,gehuwd,tussenhandel,commissionair,1850,Amsterdam,Ned. Israelitisch,3,1,0,-1,232,45,58,334,1873,vader overleden,ambachtsman,commissionair,zonder,ambachtsman,broer/zwager vrouw,diamantbewerking,broer/zwager vrouw,ambachtsman,geen familie,ambachtsman,geen familie,"f.4,-",31,242552,22,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
242601,6,Amsterdam,1840,Rooms Katholiek,ongehuwd,warenhandel,winkelier,-1,-1,-1,0,1,1,ander familielid,44,119,87,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242602,-1,-1,-1,-1,-1,-1,-1
242651,48,platteland Nederland,1849,Doopsgezind,gehuwd,239,commissionair,1852,platteland Nederland,Nederlands Hervormd,0,2,0,-1,6,109,58,173,1878,vader overleden,fabrikanten,commissionair,zonder,commissionair,broer/zwager vrouw,koopman,oom/neef vrouw,fabrikanten,broer/zwager vrouw,makelaar,oom/neef man,geen of onbekend,28,242652,26,3,Amsterdam,buiten asd of dood,0,in Amsterdam,158
242701,43,Amsterdam,1834,Doopsgezind,gehuwd,warenhandel,koopman,1841,platteland Nederland,Doopsgezind,0,1,0,-1,39,100,60,199,1879,vader overleden,zonder,koopman,zonder,ambtenaar,oom/neef man,ambtenaar,geen familie,koopman,geen familie,zonder,geen familie,geen of onbekend,45,242702,38,3,platteland Nederland,buiten asd of dood,0,buiten asd of dood,0
242751,22,Amsterdam,1835,Ned. Israelitisch,gehuwd,12,diamantbewerking,1842,Amsterdam,Ned. Israelitisch,3,1,0,-1,103,80,68,251,1868,winkelier,zonder,diamantbewerking,zonder,winkelier,broer/zwager man,koopman,broer/zwager man,ambachtsman,broer/zwager man,zonder,geen familie,"f.4,-",33,242752,26,3,Amsterdam,in Amsterdam,50,in Amsterdam,47
242801,26,steden Nederland,1839,Nederlands Hervormd,weduwnaar,zonder beroep,zonder,-1,-1,-1,0,0,0,-1,117,0,0,117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242802,-1,-1,-1,-1,-1,-1,-1
242851,20,Amsterdam,1851,Rooms Katholiek,gehuwd,207,240,1856,Amsterdam,Rooms Katholiek,2,0,0,-1,15,18,237,270,1876,ambachtsman,ambachtsman,werklieden,zonder,werklieden,broer/zwager man,bakker,broer/zwager man,ambachtsman,broer/zwager vrouw,werklieden,broer/zwager vrouw,geen of onbekend,24,242852,20,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
242901,22,Amsterdam,1834,Ned. Israelitisch,gehuwd,12,diamantbewerking,1831,Amsterdam,Ned. Israelitisch,6,1,0,-1,86,26,15,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242902,-1,-1,-1,-1,-1,-1,-1
242951,22,Amsterdam,1825,Port. Israelitisch,ongehuwd,zonder beroep,zonder,-1,-1,-1,0,2,2,ander familielid,63,291,0,354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242952,-1,-1,-1,-1,-1,-1,-1
243001,22,Amsterdam,1845,Port. Israelitisch,ongehuwd,zonder beroep,zonder,-1,-1,-1,0,2,2,ander familielid,0,184,26,209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243002,-1,-1,-1,-1,-1,-1,-1
243051,36,Amsterdam,1843,Rooms Katholiek,gehuwd,warenhandel,koopman,1847,overig buitenland,Rooms Katholiek,3,3,0,-1,50,126,237,412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243052,-1,-1,-1,-1,-1,-1,-1
243101,8,Amsterdam,1846,Evangelisch Luthers,gehuwd,verkeerswegen,hoofdarbeider,1843,Amsterdam,Nederlands Hervormd,5,0,0,-1,0,102,10,112,1870,winkelier,winkelier,hoofdarbeider,zonder,zonder,oom/neef vrouw,zonder,oom/neef vrouw,hoofdarbeider,geen familie,commissionair,geen familie,"f.15,-",23,243102,27,3,Amsterdam,in Amsterdam,96,in Amsterdam,0
243151,28,Amsterdam,1830,Evangelisch Luthers,gehuwd,zonder beroep,zonder,1827,platteland Nederland,Evangelisch Luthers,2,0,0,-1,88,46,0,135,1857,timmerman,zonder,bakker,dienstbode,ambachtsman,broer/zwager vrouw,ambachtsman,broer/zwager vrouw,ambachtsman,geen familie,ambachtsman,geen familie,"f.4,-",27,243152,30,3,platteland Nederland,in Amsterdam,0,in Amsterdam,0
243201,34,Amsterdam,1836,Waals Hervormd,gehuwd,255,advocaat,1842,Amsterdam,Waals Hervormd,7,6,0,-1,143,381,0,525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243202,-1,-1,-1,-1,-1,-1,-1
243251,44,platteland Nederland,1842,Hersteld Luthers,gehuwd,162,bakker,1845,Amsterdam,Nederlands Hervormd,0,2,0,-1,31,72,59,163,1872,vader overleden,zonder,bakker,zonder,assuradeurs,broer/zwager vrouw,koopman,oom/neef vrouw,ambachtsman,broer/zwager man,240,oom/neef man,"f.15,-",29,243252,27,3,Amsterdam,buiten asd of dood,0,in Amsterdam,80
243301,28,Amsterdam,1843,Nederlands Hervormd,gehuwd,207,240,1840,platteland Nederland,Nederlands Hervormd,5,1,0,-1,85,29,19,133,1867,ambachtsman,vader overleden,zonder,zonder,koopman,broer/zwager vrouw,ambachtsman,broer/zwager man,zonder,broer/zwager man,schipper,geen familie,"f.15,-",23,243302,26,3,platteland Nederland,in Amsterdam,0,buiten asd of dood,0
243351,8,Amsterdam,1833,Remonstrants,gehuwd,warenhandel,koopman,-1,-1,-1,0,1,3,ander familielid,43,72,36,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243352,-1,-1,-1,-1,-1,-1,-1
243401,48,Amsterdam,1827,Hersteld Luthers,gehuwd,vrije beroepen,arts,1826,Amsterdam,Evangelisch Luthers,2,4,0,-1,52,160,26,237,1853,vader overleden,commissionair,arts,zonder,makelaar,broer/zwager vrouw,fabrikanten,oom/neef vrouw,fabrikanten,oom/neef vrouw,makelaar,geen familie,"f.15,-",26,243402,27,3,Amsterdam,buiten asd of dood,0,in Amsterdam,169
243451,49,Amsterdam,1832,Nederlands Hervormd,gehuwd,bouwbedrijven,ambachtsman,1830,Amsterdam,Evangelisch Luthers,0,1,0,-1,208,75,38,321,1855,ambachtsman,vader overleden,ambachtsman,zonder,ambachtsman,geen familie,ambachtsman,geen familie,koopman,geen familie,huispersoneel,geen familie,"f.4,-",23,243452,24,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
243501,23,Amsterdam,1817,Rooms Katholiek,gehuwd,239,commissionair,1816,platteland Nederland,Rooms Katholiek,0,2,0,-1,62,117,38,218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243502,-1,-1,-1,-1,-1,-1,-1
243551,25,steden Nederland,1839,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1843,Amsterdam,Nederlands Hervormd,0,2,0,-1,0,363,115,478,1864,zonder,commissionair,zonder,zonder,ambtenaar,broer/zwager man,koopman,broer/zwager man,koopman,oom/neef man,militair,oom/neef vrouw,"f.50,-",25,243552,21,3,Amsterdam,buiten asd of dood,0,in Amsterdam,339
243601,24,Amsterdam,1833,Nederlands Hervormd,gehuwd,239,commissionair,1841,Amsterdam,Nederlands Hervormd,0,2,0,-1,83,384,447,914,1860,commissionair,vader overleden,commissionair,zonder,makelaar,oom/neef man,bestuurder,broer/zwager man,commissionair,broer/zwager vrouw,koopman,oom/neef vrouw,"f.50,-",27,243602,19,3,Amsterdam,in Amsterdam,286,buiten asd of dood,0
243651,25,steden Nederland,1846,Nederlands Hervormd,gehuwd,warenhandel,winkelier,1843,Amsterdam,Nederlands Hervormd,3,2,1,ander familielid,0,114,59,173,1869,ambachtsman,vader overleden,kantoorbediende,zonder,apotheker,broer/zwager vrouw,commissionair,broer/zwager vrouw,ambachtsman,oom/neef vrouw,bakker,geen familie,"f.4,-",23,243652,26,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
243701,23,steden Nederland,1822,Nederlands Hervormd,gehuwd,304,hoogleraar,1819,Amsterdam,Nederlands Hervormd,2,2,0,-1,0,193,0,193,1844,advocaat,zonder,predikant,zonder,zonder,broer/zwager vrouw,koopman,oom/neef vrouw,koopman,oom/neef vrouw,bestuurder,oom/neef vrouw,geen of onbekend,22,243702,25,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
243751,25,Amsterdam,1803,Port. Israelitisch,gehuwd,staatsdienst,ambtenaar,1836,platteland Nederland,Ned. Israelitisch,0,2,0,-1,167,185,87,439,1831,vader overleden,vader overleden,onderwijzer,zonder,advocaat,geen familie,winkelier,geen familie,arts,geen familie,artistiek beroep,geen familie,geen of onbekend,27,243752,35,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
243801,3,Amsterdam,1835,Rooms Katholiek,gehuwd,zonder beroep,zonder,1829,steden Nederland,Rooms Katholiek,2,1,1,ander familielid,56,75,0,131,1862,vader overleden,vader overleden,winkelier,zonder,arts,broer/zwager vrouw,zonder,oom/neef man,bakker,geen familie,winkelier,geen familie,"f.4,-",27,243802,32,3,steden Nederland,buiten asd of dood,0,buiten asd of dood,0
243851,3,Amsterdam,1836,Ned. Israelitisch,gehuwd,12,diamantbewerking,1833,Amsterdam,Ned. Israelitisch,4,1,0,-1,86,47,2,135,1854,koopman,koopman,diamantbewerking,zonder,winkelier,oom/neef man,onderwijzer,geen familie,koopman,geen familie,commissionair,geen familie,"f.4,-",18,243852,21,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
243901,25,steden Nederland,1828,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1827,platteland Nederland,Nederlands Hervormd,1,3,0,-1,0,195,0,195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,243902,-1,-1,-1,-1,-1,-1,-1
243951,25,Amsterdam,1816,Nederlands Hervormd,gehuwd,203,cargadoors,1821,Amsterdam,Nederlands Hervormd,0,0,0,-1,73,40,19,132,1840,vader overleden,vader overleden,koopman,zonder,ambachtsman,broer/zwager man,ambachtsman,broer/zwager man,zonder,geen familie,huispersoneel,geen familie,geen of onbekend,23,243952,19,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
244001,22,Amsterdam,1817,Ned. Israelitisch,gehuwd,zonder beroep,zonder,1817,Amsterdam,Ned. Israelitisch,0,1,0,-1,137,37,0,175,1837,werklieden,koopman,koopman,zonder,werklieden,vader man,koopman,vader vrouw,ambachtsman,geen familie,diamantbewerking,geen familie,geen of onbekend,20,244002,19,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
244051,23,Amsterdam,1834,Nederlands Hervormd,gehuwd,chemische bedrijven,apotheker,1844,platteland Nederland,Nederlands Hervormd,3,1,0,-1,47,41,119,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244052,-1,-1,-1,-1,-1,-1,-1
244101,36,steden Nederland,1831,Waals Hervormd,ongehuwd,224,assuradeurs,-1,-1,-1,0,0,0,-1,0,0,212,212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244102,-1,-1,-1,-1,-1,-1,-1
244151,35,platteland Nederland,1828,Nederlands Hervormd,gehuwd,323,ambtenaar,1838,platteland Nederland,Nederlands Hervormd,6,1,0,-1,0,120,0,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244152,-1,-1,-1,-1,-1,-1,-1
244201,21,Amsterdam,1820,Nederlands Hervormd,gehuwd,239,commissionair,1837,steden Nederland,Nederlands Hervormd,0,2,0,-1,89,235,91,415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244202,-1,-1,-1,-1,-1,-1,-1
244251,8,platteland Nederland,1839,Nederlands Hervormd,gehuwd,warenhandel,winkelier,1839,steden Nederland,Nederlands Hervormd,5,1,0,-1,122,104,22,248,1858,vader overleden,geemployeerde,winkelier,zonder,ambachtsman,broer/zwager man,winkelier,geen familie,geemployeerde,geen familie,geemployeerde,geen familie,"f.4,-",29,244252,19,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
244301,34,Amsterdam,1826,Rooms Katholiek,gehuwd,warenhandel,winkelier,1829,steden Nederland,Rooms Katholiek,5,1,0,-1,83,51,35,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244302,-1,-1,-1,-1,-1,-1,-1
244351,24,kolonien,1811,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1817,Amsterdam,Evangelisch Luthers,1,2,0,-1,0,272,0,272,1838,vader overleden,vader overleden,koopman,zonder,suikerraffinadeurs,broer/zwager vrouw,zonder,broer/zwager vrouw,militair,broer/zwager man,ambtenaar,oom/neef man,geen of onbekend,26,244352,22,ongehuwd,-1,in Amsterdam,0,buiten asd of dood,0
244401,35,platteland Nederland,1837,Nederlands Hervormd,gehuwd,238,makelaar,1841,Amsterdam,Nederlands Hervormd,1,2,0,-1,0,230,38,269,1869,vader overleden,koopman,winkelier,zonder,zonder,broer/zwager vrouw,zonder,oom/neef vrouw,assuradeurs,broer/zwager man,assuradeurs,oom/neef man,"f.50,-",31,244402,27,3,Amsterdam,buiten asd of dood,0,in Amsterdam,453
244451,26,steden Nederland,1836,Doopsgezind,ongehuwd,zonder beroep,zonder,-1,-1,-1,0,1,0,-1,244,78,0,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244452,-1,-1,-1,-1,-1,-1,-1
244501,28,Amsterdam,1833,Nederlands Hervormd,gehuwd,239,commissionair,1831,platteland Nederland,Nederlands Hervormd,1,3,0,-1,73,229,294,596,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244502,-1,-1,-1,-1,-1,-1,-1
244551,2,Amsterdam,1822,Rooms Katholiek,gehuwd,238,makelaar,1823,Amsterdam,Rooms Katholiek,0,1,0,-1,42,84,33,159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244552,-1,-1,-1,-1,-1,-1,-1
244601,22,Amsterdam,1831,Rooms Katholiek,gehuwd,warenhandel,winkelier,1835,Amsterdam,Rooms Katholiek,3,5,1,geen familie,0,130,63,193,1859,winkelier,vader overleden,zonder,zonder,bakker,broer/zwager man,winkelier,broer/zwager man,winkelier,broer/zwager man,slager,oom/neef vrouw,"f.4,-",27,244602,23,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
244651,48,Amsterdam,1852,Nederlands Hervormd,gehuwd,overigen,overigen,1853,steden Nederland,Nederlands Hervormd,0,1,0,-1,0,57,416,473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244652,-1,-1,-1,-1,-1,-1,-1
244701,39,Amsterdam,1814,Waals Hervormd,gehuwd,textiel,fabrikanten,1814,Amsterdam,Nederlands Hervormd,1,1,0,-1,42,34,59,135,1839,ambachtsman,zonder,ambachtsman,zonder,artistiek beroep,broer/zwager man,ambachtsman,broer/zwager man,240,geen familie,ambachtsman,geen familie,geen of onbekend,26,244702,28,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
244751,7,platteland Nederland,1813,Nederlands Hervormd,gehuwd,tussenhandel,commissionair,1816,Amsterdam,Hersteld Luthers,0,0,0,-1,137,50,0,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244752,-1,-1,-1,-1,-1,-1,-1
244801,33,steden Nederland,1841,Nederlands Hervormd,gehuwd,238,makelaar,1844,steden Nederland,Nederlands Hervormd,5,3,0,-1,35,196,149,380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244802,-1,-1,-1,-1,-1,-1,-1
244851,27,steden Nederland,1840,Rooms Katholiek,gehuwd,warenhandel,koopman,1836,Amsterdam,Rooms Katholiek,0,0,2,ander familielid,0,113,14,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244852,-1,-1,-1,-1,-1,-1,-1
244901,26,platteland Nederland,1831,Nederlands Hervormd,gehuwd,warenhandel,koopman,1835,platteland Nederland,Nederlands Hervormd,2,1,0,-1,189,75,0,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244902,-1,-1,-1,-1,-1,-1,-1
244951,3,platteland Nederland,1834,Rooms Katholiek,weduwnaar,162,bakker,1831,Amsterdam,Rooms Katholiek,4,1,0,-1,34,64,27,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244952,-1,-1,-1,-1,-1,-1,-1
245001,22,Amsterdam,1836,Nederlands Hervormd,gehuwd,overigen,kantoorbediende,1838,platteland Nederland,Nederlands Hervormd,6,3,0,-1,63,197,79,339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245002,-1,-1,-1,-1,-1,-1,-1
245051,13,Amsterdam,1826,Nederlands Hervormd,gehuwd,203,cargadoors,1835,steden Nederland,Waals Hervormd,2,2,0,-1,78,64,237,379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245052,-1,-1,-1,-1,-1,-1,-1
245101,8,Amsterdam,1836,Nederlands Hervormd,gehuwd,warenhandel,koopman,1838,steden Nederland,Nederlands Hervormd,11,3,1,ander familielid,110,184,141,435,1860,zonder,vader overleden,ambachtsman,zonder,koopman,broer/zwager vrouw,koopman,oom/neef vrouw,zonder,broer/zwager man,ambtenaar,oom/neef man,"f.15,-",23,245102,21,3,steden Nederland,in Amsterdam,48,buiten asd of dood,0
245151,25,steden Nederland,1837,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1847,platteland Nederland,Nederlands Hervormd,0,2,0,-1,63,200,0,263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245152,-1,-1,-1,-1,-1,-1,-1
245201,44,Amsterdam,1823,Nederlands Hervormd,gehuwd,houtbewerking,ambachtsman,1834,steden Nederland,Evangelisch Luthers,2,1,1,ander familielid,83,41,84,208,1851,koopman,ambachtsman,ambachtsman,zonder,ambachtsman,broer/zwager man,zeeman,broer/zwager man,ambachtsman,geen familie,koopman,geen familie,geen of onbekend,27,245202,21,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
245251,7,Amsterdam,1838,Rooms Katholiek,ongehuwd,stoomwerktuigen,ambachtsman,-1,-1,-1,0,0,1,ander familielid,26,102,39,167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245252,-1,-1,-1,-1,-1,-1,-1
245301,8,platteland Nederland,1847,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1851,Amsterdam,Nederlands Hervormd,3,2,0,-1,57,136,0,193,1874,vader overleden,geemployeerde,zonder,zonder,cargadoors,broer/zwager man,koopman,oom/neef man,geemployeerde,oom/neef vrouw,predikant,broer/zwager vrouw,geen of onbekend,26,245302,22,3,Amsterdam,buiten asd of dood,0,in Amsterdam,133
